Subject;Party;RevAOTE;CRT_ACC;Conspiracist_Ideation;Paranormal_Belief;MV_Traditional;MV_CareFairness;Social_Conserv;Fiscal_Conserv;FreeMarketIdeology;ConservativeOpinions;Science_Overall;Religious_Belief;GodType;Theism;PolCat;Conservatism;IdeologicalStrength;DemRep_C;MV_Rationality;Random;P.Abortion;P.GayMarriage;P.Military;P.CapitalPunishment;P.MenFeminism;P.PoliceAuthority;P.War;P.ControlSpeakers;P.MenSexism;P.MicroAggressions;GovTrust;P.GlobalWarming;P.BigBang;P.Evolution;P.OldEarth;P.StemCell;P.Vaccines;P.TechProblems;P.ModernMedicine;P.IQHeritable;P.Detox;P.Genes;P.GM_Health;P.NuclearPower;TrustScien;Education.0;ResponseID;ResponseSet;Name;ExternalDataReference;Email;Status;StartDate;EndDate;Finished;age;gender;hhi;ethnicity;hispanic;education;political_party;region;confirmCode;Order;Consent;AOT2;AOT2_1;AOT2_2;AOT2_3;AOT2_4;AOT2_5;AOT2_6;AOT2_7;AOT2_8;AOT_RT_1;AOT_RT_2;AOT_RT_3;AOT_RT_4;CI;CI_1;CI_2;CI_3;CI_4;CI_5;CI_6;CI_7;CI_8;CI_9;CI_10;CI_11;CI_12;CI_13;CI_14;CI_15;CI_RT_1;CI_RT_2;CI_RT_3;CI_RT_4;PB;PB_1;PB_2;PB_3;PB_4;PB_5;PB_6;PB_7;PB_8;PB_9;PB_10;PB_11;PB_12;PB_13;PB_14;PB_15;PB_16;PB_17;PB_18;PB_19;PB_20;PB_21;PB_22;PB_RT_1;PB_RT_2;PB_RT_3;PB_RT_4;Moral;Kindness;Purity;Autonomy;Helfpulnes;RespectAut;Fairness;AvoidHarm;Rights;Patriotism;RespectTra;Knowledge;Facts;Empiricism;Irrational;Ignorance;Moral_RT_1;Moral_RT_2;Moral_RT_3;Moral_RT_4;Sci;Evolution;GlobalWarm;TechProble;GM_Health;BigBang;Vaccines;OldEarth;ModMedicin;StemCell;IQHeritable;Detox;NuclearPower;Genes;Sci_RT_1;Sci_RT_2;Sci_RT_3;Sci_RT_4;Politic;Abortion;GayMarriag;War;CapitalPun;Military;PoliceAuth;Microaggre;ControSpea;MenSexism;MenFeminis;FMI_1;FMI_2;FMI_3;FMI_4;FMI_5;Politic_RT_1;Politic_RT_2;Politic_RT_3;Politic_RT_4;Rb_1;Rb_2;Rb_3;Rb_4;Rb_5;Rb_6;Rb_7;Rb_8;Rb_9;CRTInst;CRT1_1;CRT1_2;CRT1_3;CRT3_1;CRT3_2;CRT3_3;Age.0;English;Income;Ethnicity_1;Ethnicity_2;Ethnicity_3;Ethnicity_4;Ethnicity_5;Ethnicity_6;Ethnicity_6_TEXT;Ethnicity_8;Social_Conservatism;Fiscal_Conservatism;Party_TEXT;POTUS2016;Trump_favorability_1;Trump_2020;Gender.0;Gender_2;Gender_TEXT;LocationLatitude;LocationLongitude;LocationAccuracy;AOT2b_1;AOT2b_2;AOT2b_3;AOT2b_4;AOT2b_5;AOT2b_6;AOT2b_7;AOT2b_8;P.AOT2_1;P.AOT2_2;P.AOT2_3;P.AOT2_4;P.AOT2_5;P.AOT2_6;P.AOT2_7;P.AOT2_8;P.CI_1;P.CI_2;P.CI_3;P.CI_4;P.CI_5;P.CI_6;P.CI_7;P.CI_8;P.CI_9;P.CI_10;P.CI_11;P.CI_12;P.CI_13;P.CI_14;P.CI_15;P.PB_1;P.PB_2;P.PB_3;P.PB_4;P.PB_5;P.PB_6;P.PB_7;P.PB_8;P.PB_9;P.PB_10;P.PB_11;P.PB_12;P.PB_13;P.PB_14;P.PB_15;P.PB_16;P.PB_17;P.PB_18;P.PB_19;P.PB_20;P.PB_21;P.PB_22;P.Kindness;P.Purity;P.Autonomy;P.Helpfulness;P.RespectAuthority;P.Fairness;P.AvoidHarm;P.Rights;P.Patriotism;P.RespectTradition;P.Knowledge;P.Facts;P.Empiricism;P.Irrational;P.Ignorance;TechProblems;GM_Health2;Vaccines2;Detox2;PI.Abortion;PI.GayMarriage;PI.MicroAggressions;PI.ControlSpeakers;PI.MenFeminism;FMIb_1;FMIb_2;FMIb_3;FMIb_4;FMIb_5;P.FMI_1;P.FMI_2;P.FMI_3;P.FMI_4;P.FMI_5;P.Rb_1;P.Rb_2;P.Rb_3;P.Rb_4;P.Rb_5;P.Rb_6;P.Rb_7;P.Rb_8;P.Rb_9;CRT_ACC_1;CRT_ACC_2;CRT_ACC_3;CRT_ACC_4;CRT_ACC_5;CRT_ACC_6;AOT_split;DemRep;RepDem;ZConservativeOpinions;ZRevAOTE;ZCRT_ACC;ZDemRep_C;AOTxCRT;AOTxDemRep;DemRepxCRT;AOTxDemRepxCRT;ZConspiracist_Ideation;ConspxDemRep;AOTxDemRepxConsp;Hisp;White;Black;ZConservatism;AOTxConserv;College;CollegeDegree
695;3;67.5;.5;53.3333333333333;15.9090909090909;60;73.3333333333333;50;50;50;78.3333333333333;37.1794871794872;100;1;1;4;50;0;4;8;2;100;100;66.6666666666667;100;66.6666666666667;50;100;100;50;50;1;66.6666666666667;0;0;0;50;50;33.3333333333333;66.6666666666667;66.6666666666667;33.3333333333333;50;0;66.6666666666667;2;2;R_2sc1IGlAIsyGnar;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;59;1;1;1;1;2;4;2;854672;1;1;1;6;5;2;4;4;5;6;5;14.556;77.163;77.945;52;1;2;4;3;3;4;4;2;2;3;3;3;3;4;3;4;2.705;136.189;136.788;90;1;1;5;1;4;1;1;4;5;1;1;1;1;1;1;1;1;4;1;1;5;1;1;.273;124.537;125.429;105;1;6;4;1;6;6;5;6;4;5;1;3;1;1;1;1;5.147;155.608;156.486;98;1;1;5;5;7;1;4;1;5;4;5;5;5;4;7.095;96.084;96.888;79;1;1;1;7;7;5;4;4;1;4;3;4;4;4;4;4;1.672;109.971;110.882;98;7;7;7;7;7;7;7;7;7;1;8;5;20;2;8;3;59;1;2;1; ; ; ; ; ; ; ;3;3; ;2;100;7;1;1; ;39.837799072266;-84.111099243164;-1;6;5;5;3;3;2;6;5;100;80;80;40;40;20;100;80;25;75;50;50;75;75;25;25;50;50;50;50;75;50;75;0;66.6666666666667;0;50;0;0;50;66.6666666666667;0;0;0;0;0;0;0;0;50;0;0;66.6666666666667;0;0;100;60;0;100;100;80;100;60;80;0;40;0;0;0;0;3;1;4;3;7;7;4;7;5;4;4;4;4;4;50;50;50;50;50;100;100;100;100;100;100;100;100;100;0;0;0;1;1;1;2;2;1;1.69638854761957;-.861222839930357;.563140804232796;.614730374900962;-.484989722702034;-.529419839263659;.346179757708055;-.298137914059735;.021716924706504;.0133500532665252;-.0114973707874184;0;1;0;.041999467304118;-.0361709005072147;1;1
696;3;72.5;.5;25;29.5454545454545;70;73.3333333333333;50;50;46.6666666666667;50;55.1282051282051;75.9259259259259;3;1;4;50;0;4;88;2;0;16.6666666666667;66.6666666666667;83.3333333333333;33.3333333333333;50;66.6666666666667;83.3333333333333;83.3333333333333;16.6666666666667;3;83.3333333333333;83.3333333333333;83.3333333333333;33.3333333333333;66.6666666666667;50;50;33.3333333333333;50;50;33.3333333333333;100;0;4;2;R_3m2haium7lTjFi1;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;19;1;19;1;1;2;5;3;498384;2;1;1;5;5;3;2;2;3;4;5;60.05;78.85;79.628;18;1;1;1;2;1;1;3;1;5;2;2;1;1;2;4;3;4.055;142.256;143.197;35;1;6;3;3;1;3;2;3;3;3;2;5;4;1;1;5;3;2;4;2;2;1;2;1.362;54.987;56.883;52;1;6;5;4;5;4;4;4;5;4;5;5;5;6;6;5;8.806;34.051;35.832;31;1;6;6;4;1;6;4;3;3;5;4;4;1;3;1.201;29.458;30.147;32;1;7;6;5;6;5;4;6;2;6;5;3;4;3;4;3;8.517;198.761;199.566;44;4;6;6;5;7;6;4;5;7;1;8;50;20;2;8;3;18;1;2;1; ; ; ; ; ; ; ;3;3; ;4;72;1;1;1; ;32.590698242188;-97.040496826172;-1;5;5;4;5;5;4;4;5;80;80;60;80;80;60;60;80;0;0;25;0;0;50;0;100;25;25;0;0;25;75;50;83.3333333333333;33.3333333333333;33.3333333333333;0;33.3333333333333;16.6666666666667;33.3333333333333;33.3333333333333;33.3333333333333;16.6666666666667;66.6666666666667;50;0;0;66.6666666666667;33.3333333333333;16.6666666666667;50;16.6666666666667;16.6666666666667;0;16.6666666666667;100;80;60;80;60;60;60;80;60;80;80;80;100;100;80;4;7;4;4;1;2;2;6;3;3;4;3;4;5;33.3333333333333;50;33.3333333333333;50;66.6666666666667;50;83.3333333333333;83.3333333333333;66.6666666666667;100;83.3333333333333;50;66.6666666666667;100;0;0;0;1;1;1;2;2;1;.150564980230305;-.412558295141897;.563140804232796;.614730374900962;-.232328410119119;-.25361211544108;.346179757708055;-.14281933065267;-1.27418789203694;-.783282000566137;.3231494867689;0;1;0;.041999467304118;-.0173272286278547;1;1
697;3;67.5;1;76.6666666666667;33.3333333333333;65;66.6666666666667;50;50;53.3333333333333;75;53.8461538461538;57.4074074074074;3;1;4;50;0;4;56;2;83.3333333333333;100;100;100;100;83.3333333333333;16.6666666666667;16.6666666666667;100;50;1;66.6666666666667;16.6666666666667;66.6666666666667;100;83.3333333333333;50;33.3333333333333;33.3333333333333;83.3333333333333;16.6666666666667;100;33.3333333333333;16.6666666666667;3;3;R_2fj5jpktDEPsYE3;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;73;1;4;1;1;4;4;2;214883;2;1;1;6;4;2;3;5;2;5;4;13.872;96.315;98.098;8;1;4;4;4;4;4;4;5;5;4;3;4;4;4;4;4;15.904;165.251;167.32;16;1;1;1;1;5;2;3;1;7;1;3;1;1;1;1;1;5;6;5;5;5;5;5;16.431;227.205;228.804;22;1;5;4;5;3;5;5;4;4;4;4;4;3;4;4;4;31.087;152.862;154.707;15;1;5;5;5;5;2;4;7;3;6;6;6;2;7;12.978;152.367;154.56;14;1;2;1;2;7;7;6;4;6;7;1;7;5;5;5;5;15.265;264.711;266.463;16;6;3;6;3;1;7;2;5;7;1;4;10;39;2;8;3;73;1;3;1; ; ; ; ; ; ; ;3;3; ;2;95;7;1;1; ;41.599395751953;-86.707702636719;-1;6;4;5;4;2;5;5;4;100;60;80;60;20;80;80;60;75;75;75;75;75;75;100;100;75;50;75;75;75;75;75;0;0;0;66.6666666666667;16.6666666666667;33.3333333333333;0;100;0;33.3333333333333;0;0;0;0;0;66.6666666666667;83.3333333333333;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;80;60;80;40;80;80;60;60;60;60;60;40;60;60;60;3;3;4;2;6;7;4;2;7;7;3;5;3;3;100;33.3333333333333;66.6666666666667;33.3333333333333;33.3333333333333;83.3333333333333;33.3333333333333;83.3333333333333;33.3333333333333;0;100;16.6666666666667;66.6666666666667;100;1;1;1;1;1;1;2;2;1;1.51452695145613;-.861222839930357;2.37391878616913;.614730374900962;-2.0444730787886;-.529419839263659;1.45931998540618;-1.25679970219864;1.08893265614228;.669399979952247;-.576502551783798;0;1;0;.041999467304118;-.0361709005072147;2;1
698;3;65;.5;88.3333333333333;59.0909090909091;0;10;50;50;63.3333333333333;65;62.8205128205128;88.8888888888889;3;1;4;50;0;4;4;2;100;16.6666666666667;83.3333333333333;83.3333333333333;50;0;83.3333333333333;100;66.6666666666667;66.6666666666667;1;83.3333333333333;50;50;83.3333333333333;83.3333333333333;50;50;100;66.6666666666667;50;33.3333333333333;50;66.6666666666667;4;3;R_x8T6ff5dxmQPjyN;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;40;1;6;1;1;6;5;3;52496;2;1;1;6;6;5;4;2;3;4;4;5.253;72.561;73.33;26;1;5;5;5;4;5;5;4;4;4;5;4;4;4;5;5;2.291;112.482;113.262;50;1;4;4;1;7;4;2;4;5;1;4;4;1;6;7;3;7;7;5;6;4;7;7;4.875;113.099;113.76;70;1;1;1;1;1;1;1;4;1;1;1;1;1;2;1;1;3.868;93.843;94.701;45;1;4;6;4;4;4;4;6;7;6;5;4;5;3;11.8;89.905;91.7;48;1;1;6;6;6;6;1;3;1;5;4;4;2;4;3;3;12.239;146.673;147.683;54;7;7;4;7;7;7;7;4;7;1;8;10;10;2;8;1;40;1;4;1; ; ; ; ; ; ; ;3;3; ;2;80;7;1;1; ;29.732498168945;-82.027900695801;-1;6;6;2;3;5;4;4;4;100;100;20;40;80;60;60;60;100;100;100;75;100;100;75;75;75;100;75;75;75;100;100;50;50;0;100;50;16.6666666666667;50;66.6666666666667;0;50;50;0;83.3333333333333;100;33.3333333333333;100;100;66.6666666666667;83.3333333333333;50;100;100;0;0;0;0;0;0;60;0;0;0;0;0;20;0;0;4;4;4;4;7;2;5;7;4;4;6;4;5;5;50;83.3333333333333;50;66.6666666666667;66.6666666666667;100;100;50;100;100;100;100;50;100;0;1;0;1;1;0;2;2;1;.968942162965798;-1.08555511232459;.563140804232796;.614730374900962;-.611320378993491;-.667323701174949;.346179757708055;-.375797205763267;1.62254052186017;.997424943295107;-1.08275974635407;0;1;0;.041999467304118;-.0455927364468946;2;1
699;3;72.5;.166666666666667;53.3333333333333;48.4848484848485;10;33.3333333333333;50;100;70;61.6666666666667;67.9487179487179;53.7037037037037;5;2; ;75;25;4;8;2;66.6666666666667;0;83.3333333333333;100;0;66.6666666666667;16.6666666666667;100;83.3333333333333;100;1;66.6666666666667;100;83.3333333333333;100;66.6666666666667;83.3333333333333;33.3333333333333;83.3333333333333;66.6666666666667;0;50;50;100;3;3;R_r9pyD6yDg9A3drr;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;48;1;21; ;15;6;5;1;809623;1;1;1;5;5;4;3;3;1;4;6;8.843;73.654;75.014;26;1;3;3;4;3;2;2;2;3;3;4;2;4;3;4;5;3.845;93.119;94.062;47;1;2;7;1;4;6;3;4;7;1;4;4;5;2;2;1;4;5;5;2;7;4;6;7.718;103.085;103.956;56;1;3;1;1;3;1;3;3;3;3;1;2;2;1;1;1;11.775;107.055;107.832;48;1;6;5;5;4;7;2;7;6;5;5;7;7;4;6.28;73.039;73.781;50;1;3;7;2;7;6;5;1;1;6;7;5;4;6;3;2;6.085;107.268;108.124;57;4;4;4;5;4;5;4;4;4;1;8;50;20;2;7;1;47;1;8;1; ; ; ; ; ; ; ;3;5; ;2;90;7;1;1; ;42.27360534668;-73.815200805664;-1;5;5;3;4;4;6;4;6;80;80;40;60;60;100;60;100;50;50;75;50;25;25;25;50;50;75;25;75;50;75;100;16.6666666666667;100;0;50;83.3333333333333;33.3333333333333;50;100;0;50;50;66.6666666666667;16.6666666666667;16.6666666666667;0;50;66.6666666666667;66.6666666666667;16.6666666666667;100;50;83.3333333333333;40;0;0;40;0;40;40;40;40;0;20;20;0;0;0;3;4;6;1;5;1;7;7;1;5;4;6;5;6;66.6666666666667;50;83.3333333333333;66.6666666666667;83.3333333333333;50;50;50;66.6666666666667;50;66.6666666666667;50;50;50;0;0;0;1;0;0;2;2;1;.787080566802355;-.412558295141897;-.644044517058094;.614730374900962;.265705907952973;-.25361211544108;-.395913727424031;.163337492409332;.021716924706504;.0133500532665252;-.00550767521569114; ; ; ;.962438497236632;-.397061985598874;2;1
700;3;72.5;.166666666666667;41.6666666666667;41.6666666666667;55;76.6666666666667;50;75;60;38.3333333333333;65.3846153846154;55.5555555555556;5;2; ;62.5;12.5;2;72;2;16.6666666666667;0;33.3333333333333;16.6666666666667;50;50;66.6666666666667;83.3333333333333;16.6666666666667;50;4;83.3333333333333;50;83.3333333333333;83.3333333333333;100;100;50;50;33.3333333333333;50;66.6666666666667;50;50;4;3;R_3NCWEI095l8M9VF;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;23;1;1;4;1;2;3;3;915739;1;1;1;6;5;3;5;4;2;6;6;2.944;91.988;92.754;28;1;2;3;4;2;1;3;1;4;2;2;4;2;1;5;4;7.581;166.798;167.452;54;1;2;5;1;6;2;2;4;6;1;6;2;1;2;4;1;4;5;4;4;5;5;5;10.571;137.731;138.731;64;1;5;3;5;5;5;5;5;4;3;4;5;3;6;4;5;.846;151.582;153.33;64;1;6;6;4;4;4;1;6;4;7;3;4;4;5;6.793;135.784;136.516;49;1;6;7;5;2;3;4;4;2;2;4;4;4;5;3;3;.732;155.308;157.085;70;5;4;4;4;5;5;5;4;3;1;8;10;20;1;7;1;21;1;1; ; ; ;1; ; ; ; ;3;4; ;3;0;1;1;1; ;30.52180480957;-84.262603759766;-1;6;5;4;2;3;5;6;6;100;80;60;20;40;80;100;100;25;50;75;25;0;50;0;75;25;25;75;25;0;100;75;16.6666666666667;66.6666666666667;0;83.3333333333333;16.6666666666667;16.6666666666667;50;83.3333333333333;0;83.3333333333333;16.6666666666667;0;16.6666666666667;50;0;50;66.6666666666667;50;50;66.6666666666667;66.6666666666667;66.6666666666667;80;40;80;80;80;80;80;60;40;60;80;40;100;60;80;4;4;7;4;2;1;4;6;4;4;4;5;5;5;50;50;66.6666666666667;66.6666666666667;66.6666666666667;66.6666666666667;50;50;50;66.6666666666667;66.6666666666667;66.6666666666667;50;33.3333333333333;0;1;0;0;0;0;2;1;2;-.485950606341747;-.412558295141897;-.644044517058094;-.70847225025243;.265705907952973;.292286103719486;.456287668262887;-.188245262512808;-.511890941011386;.362660526862171;-.149618608677519;0;0;0;.502218982270375;-.207194607113364;2;1
701;3;85;.166666666666667;95;60.6060606060606;35;80;75;50;60;46.6666666666667;55.1282051282051;74.0740740740741;4;2; ;62.5;12.5;4;48;2;33.3333333333333;33.3333333333333;16.6666666666667;66.6666666666667;83.3333333333333;0;66.6666666666667;50;83.3333333333333;33.3333333333333;1;100;83.3333333333333;66.6666666666667;100;50;33.3333333333333;66.6666666666667;83.3333333333333;66.6666666666667;0;50;16.6666666666667;0;3;2;R_Z46ejiNipu5vph7;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;32;1;9;1;1;2;10;1;774842;2;1;1;6;2;1;1;3;1;6;6;4.195;77.412;78.232;21;1;5;5;5;5;5;5;5;5;5;5;4;4;4;5;5;13.829;168.567;170.605;46;1;5;5;1;7;4;5;5;5;3;7;5;3;4;4;2;4;7;5;6;5;5;5;14.116;176.025;176.67;77;1;6;1;4;6;2;6;4;4;4;4;5;4;1;3;4;12.479;189.527;190.316;49;1;5;7;3;6;6;5;7;6;4;5;7;1;4;5.425;128.341;130.642;51;1;5;5;5;5;2;1;5;4;6;2;6;6;4;2;3;17.426;290.138;291.324;68;7;4;4;7;6;6;4;5;6;1;8;10;20;1;7;1;32;1;4;1; ; ; ; ; ; ; ;4;3; ;2;66;5;1;1; ;40.768295288086;-73.980201721191;-1;6;2;6;6;4;6;6;6;100;20;100;100;60;100;100;100;100;100;100;100;100;100;100;100;100;100;75;75;75;100;100;66.6666666666667;66.6666666666667;0;100;50;66.6666666666667;66.6666666666667;66.6666666666667;33.3333333333333;100;66.6666666666667;33.3333333333333;50;50;16.6666666666667;50;100;66.6666666666667;83.3333333333333;66.6666666666667;66.6666666666667;66.6666666666667;100;0;60;100;20;100;60;60;60;60;80;60;0;40;60;5;2;3;1;3;3;3;4;6;6;2;4;6;5;83.3333333333333;16.6666666666667;50;83.3333333333333;66.6666666666667;100;50;50;100;83.3333333333333;83.3333333333333;50;66.6666666666667;83.3333333333333;0;1;0;0;0;0;2;2;1;-.0312966159331387;.709103066829254;-.644044517058094;.614730374900962;-.45669394222046;.435907194115369;-.395913727424031;-.280743638316182;1.9274593022704;1.18486777949103;.840193376224256;0;1;0;.502218982270375;.35612502054779;1;1
702;3;72.5;.666666666666667;81.6666666666667;37.1212121212121;45;80;25;25;46.6666666666667;38.3333333333333;71.7948717948718;44.4444444444444;4;2;1;25;25;3;64;2;0;0;33.3333333333333;66.6666666666667;50;16.6666666666667;50;66.6666666666667;66.6666666666667;33.3333333333333;1;83.3333333333333;66.6666666666667;83.3333333333333;100;83.3333333333333;100;33.3333333333333;50;100;83.3333333333333;66.6666666666667;33.3333333333333;50;4;3;R_2qjFmgmnPfrU5xH;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;21;1;8;15;2;6;3;2;676319;2;1;1;6;3;1;5;3;1;4;6;13.823;41.062;41.846;9;1;5;5;5;3;2;4;4;5;5;3;5;5;4;4;5;4.624;72.009;72.7;19;1;1;4;1;5;6;1;2;3;1;4;5;1;1;1;1;4;7;5;5;4;6;3;4.489;57.45;58.293;22;1;5;3;4;6;4;6;5;4;2;4;6;3;4;5;3;26.04;76.758;77.4;16;1;6;6;5;5;5;1;7;4;6;7;2;4;5;6.676;53.435;54.093;14;1;7;7;4;5;3;2;5;3;5;4;4;4;4;5;4;3.2;79.728;81.045;19;4;4;4;5;1;4;4;4;3;1;8;10;39;1;8;3;22;1;8; ; ; ; ; ;1; ; ;2;2; ;3;0;1;1;1; ;44.491394042969;-87.926696777344;-1;6;3;6;2;4;6;4;6;100;40;100;20;60;100;60;100;100;100;100;50;25;75;75;100;100;50;100;100;75;75;100;0;50;0;66.6666666666667;83.3333333333333;0;16.6666666666667;33.3333333333333;0;50;66.6666666666667;0;0;0;0;50;100;66.6666666666667;66.6666666666667;50;83.3333333333333;33.3333333333333;80;40;60;100;60;100;80;60;20;60;100;40;60;80;40;3;3;7;6;1;1;3;5;4;4;4;4;3;4;50;50;50;33.3333333333333;50;50;50;50;66.6666666666667;0;50;50;50;33.3333333333333;0;1;1;0;1;1;2;1;2;-.485950606341747;-.412558295141897;1.16673346487824;-.0468709376757341;-.481345569155165;.0193369941392029;-.0546858915165012;.0225611181723625;1.31762174144995;-.0617581665236929;.0254788438921041;1;0;0;-.878439562628396;.362407528343165;2;1
703;3;47.5;1;8.33333333333333;38.6363636363636;30;60;25;25;50;28.3333333333333;67.948717948718;42.5925925925926;5;2;1;25;25;3;48;2;50;0;16.6666666666667;33.3333333333333;16.6666666666667;33.3333333333333;33.3333333333333;50;33.3333333333333;16.6666666666667;3;100;83.3333333333333;83.3333333333333;100;66.6666666666667;100;50;66.6666666666667;50;33.3333333333333;33.3333333333333;66.6666666666667;50;4;3;R_CkVRvr9A7ZRpcTT;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;38;1;6;1;1;4;3;2;119067;2;1;1;4;3;4;4;4;3;3;4;5.128;10.849;11.489;10;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;3;762.099;1057.748;1059.144;16;1;3;3;2;4;4;4;4;5;1;4;4;2;3;2;1;4;4;4;4;4;3;4;3.168;239.676;240.447;25;1;4;1;3;4;3;5;4;4;3;3;4;3;3;3;4;218.371;377.363;378.053;16;1;6;7;4;3;6;1;7;5;5;4;5;4;3;2.857;224.902;227.888;15;1;4;7;3;3;2;3;6;4;3;6;4;4;4;4;4;35.479;135.477;136.438;18;4;4;4;4;2;2;4;4;4;1;4;10;39;2;8;3;38;1;4;1; ; ; ; ; ; ; ;2;2; ;1;0;1;1;1; ;42.673400878906;-82.773597717285;-1;4;3;3;3;3;4;3;4;60;40;40;40;40;60;40;60;0;0;25;0;0;0;0;25;25;0;0;0;0;0;50;33.3333333333333;33.3333333333333;16.6666666666667;50;50;50;50;66.6666666666667;0;50;50;16.6666666666667;33.3333333333333;16.6666666666667;0;50;50;50;50;50;33.3333333333333;50;60;0;40;60;40;80;60;60;40;40;60;40;40;40;60;4;5;7;3;4;1;2;4;2;4;4;4;4;4;50;50;50;50;50;50;50;50;50;16.6666666666667;16.6666666666667;50;50;50;1;1;1;1;1;1;1;1;2;-2.01306180093397;-.553437072613036;3.03341435646995;-.2075126690235;-1.67880396146709;.114845204074484;-.629471909365282;.34837309081126;-2.0364848430625;.422596405209803;-.233880517396106;0;1;0;-.878439562628396;.486161020008535;2;1
704;3;65;.333333333333333;95;83.3333333333333;50;100;0;0;60;30;55.1282051282051;70.3703703703704;4;2;1;0;50;1;60;2;0;0;0;0;0;100;0;100;100;0;1;100;100;83.3333333333333;100;100;100;33.3333333333333;66.6666666666667;33.3333333333333;0;0;0;0;1;2;R_24iUfnVhQkd65sq;Default Response Set;Anonymous; ; ;0;5/9/2019;5/9/2019;1;30;1;1;1;1;2;3;3;534422;1;1;1;6;2;6;1;6;1;6;6;13.514;51.606;53.152;25;1;5;5;5;5;5;5;4;4;5;5;5;5;5;4;5;6.286;65.785;66.523;47;1;7;7;1;7;5;5;7;7;4;7;7;6;7;7;1;7;7;5;7;7;7;7;4.869;75.032;75.868;71;1;6;1;6;6;6;6;6;6;1;6;6;6;6;1;1;7.657;70.064;71.156;49;1;6;7;5;7;7;1;7;5;7;3;7;1;1;10.601;85.724;86.698;50;1;7;7;1;1;1;7;7;1;7;7;7;7;1;1;1;4.273;144.591;145.533;55;4;4;4;7;7;7;6;4;4;1;8;50;20;1;8;3;30;1;1;1; ; ; ; ; ; ; ;1;1; ;1;0;1;1;1; ;34.493301391602;-92.589599609375;-1;6;2;1;6;1;6;6;6;100;20;0;100;0;100;100;100;100;100;100;100;100;100;75;75;100;100;100;100;100;75;100;100;100;0;100;66.6666666666667;66.6666666666667;100;100;50;100;100;83.3333333333333;100;100;0;100;100;66.6666666666667;100;100;100;100;100;0;100;100;100;100;100;100;0;100;100;100;100;0;0;3;1;7;1;1;1;1;7;1;7;1;1;7;7;100;0;0;100;100;50;50;50;100;100;100;83.3333333333333;50;50;0;0;0;0;1;1;2;1;2;-.940604596750354;-1.08555511232459;-.040451856412649;-1.37007356282913;.0439127195317713;1.48729036038992;.0554220190383303;-.0601636561024101;1.9274593022704;-2.64076103346974;2.86669164031064;0;1;0;-1.79887859256091;1.95278185260576;1;1
